	Gene	pval	fc
70	CYP3A5	5.11977605555528e-13	-22.0897107648549
71	CYP4F2	4.10270749945014e-06	-14.7012962637165
72	DBF4	0.0283376459648067	2.17310352554192
73	DDC	1.87402068205316e-05	-4.47750454776941
74	DTL	0.00477540786181169	4.50992592813969
75	DUSP3	0.00192116355993999	-2.2823236482649
76	DYNLL1	0.0160878986055613	1.62896047472752
77	DYRK3	2.04674182759956e-06	3.88668446340255
78	E2F7	0.00159648043412578	11.5833187931453
79	E2F8	0.0110195615110498	4.62266761894093
80	EBP	0.00845021663433711	-2.40530802721304
81	ECI1	2.3633334138776e-21	-3.27175904586314
82	EGR1	0.00040254005045765	4.21456917601745
83	EI24	0.035486166126965	1.61591083799396
84	EIF3E	8.30326523288097e-06	-1.71946981036236
85	EIF3K	0.0140303750322518	-2.21706825271502
86	EMP1	0.00900072975168555	3.33840757917885
87	EVI2B	0.0314716237388883	2.82455270373413
88	EXO1	0.0207711315737219	3.13155200061752
89	EXT1	0.00887339655372229	-2.45687141792272
90	F2	0.000420736249423554	-3.24974410900332
91	FABP1	3.37854506324335e-67	-112.845643205917
92	FANCI	0.041849788385998	2.58480787868764
93	FAS	1.35176556466719e-05	4.8184651504185
94	FASN	2.09640565795857e-06	-3.35135870227024
95	FGB	2.53422255280494e-08	-4.08868862047152
96	FGG	2.0085103985767e-09	-3.84987690785942
97	FKBP5	3.90491481541907e-06	-3.34547769638411
98	FMO3	4.4276936274687e-10	-9.42874866015091
99	FN1	9.33264876033613e-16	-2.04435704371131
100	FOSL1	0.0143680541096446	2.64170130416988
101	G6PD	7.33929907877354e-06	-1.72126863022515
102	GADD45A	5.89718994461916e-06	3.73129627647524
103	GCLM	1.18885160987545e-06	-1.99004565572193
104	GDF15	1.85977861434516e-98	41.8782326658808
105	GGH	0.039745313264383	1.89091832765312
106	GJB2	0.0340893868732966	-2.6528858204871
107	GLRX	0.000194518725538413	-3.02526278201756
108	GLUL	0.000608704889096793	-2.18653179594117
109	GPR87	9.46867522786793e-05	3.54794823048631
110	GPX1	0.000435416373483522	2.38115601556452
111	GSR	9.07317921505347e-09	-2.31337731672585
112	GSTA2	6.35814784019856e-06	-6.15949663155304
113	GSTA5	0.000195868903870703	-13.3850190653492
114	H2AC15	0.0126629934793602	1.72211703242972
115	H2AC19	0.0128164870105094	1.67430451429488
116	H2AZ1	3.00404689683839e-20	2.67886660440717
117	H2BC3	0.0010705421974415	3.43106233279866
118	H2BC4	0.0411356292310809	1.50433844186893
119	H2BC5	0.00913257117167993	2.18668595781914
120	H3C10	0.00683122868276211	2.12004703241559
121	H3C2	0.0490415244029854	2.00584512276111
122	H3C4	0.0290650053723607	2.05870364472814
123	HMGA2	0.00712983656905148	2.49582660736493
124	HMGCS2	7.74656600856276e-13	-36.8672593559663
125	HP	1.95065896288056e-06	-3.64554461766243
126	HPR	0.0283932514690976	-3.03309174280118
127	HSP90AA1	0.00073661851495127	1.91097563126544
128	HSPA5	0.00628541150080384	-1.91337754708481
129	HSPA8	3.15233563613832e-05	-1.96039575758528
130	ID1	5.70928824467193e-13	-2.69283162357625
131	IDI1	4.29035192423071e-09	-2.63544406418024
132	IER2	2.13292655115212e-09	3.67946311872747
133	IER3	0.000796988951875067	3.73941903997648
134	IGF2R	0.000229997129798262	-2.15804860053574
135	IKBIP	0.0100935607167881	2.17823481700134
136	IL1B	0.0152913633786255	4.01136760873868
137	ILF2	0.00629341583502263	2.10907232595829
138	INSIG1	0.00857940768119597	-2.98201467465619
139	ITGA1	1.8696280437809e-05	-3.351320236948
140	KIF11	0.00181160581218396	2.99565697594533
141	KIF2C	0.0474975891122614	2.00615737149885
142	KLHDC2	0.0386418707912117	-1.98251080879149
143	KRT17	0.00257350776614038	4.26693877524168
144	LDHA	6.91509336575368e-06	-2.19991176561126
145	LDLR	0.0443874492890474	-2.64098861122885
146	MAFF	0.00795887270299626	4.02684610354647
147	MAOA	5.54096481191694e-18	-6.17266104639499
148	MAOB	1.10250294162192e-20	-6.80046724844532
149	MAP2	7.462608842621e-05	-3.36648026223873
150	MAP7	0.0255354658245538	-3.14608404829971
151	MAPT	0.0257028238388403	-3.1332869782455
152	MAT2A	9.59779312296532e-05	-1.58810418047794
153	MBNL1	0.0403842521721726	-1.52697865815704
154	MBNL2	0.035098522118759	-2.1685317219573
155	MCL1	0.000615638821573228	1.97689887381495
156	MCM3	0.00160513715458853	2.19849000431731
157	MCM7	0.000873270645848465	3.44539565425078
158	MDH2	0.00175034448723448	-2.09102250754652
159	MDM2	0.00253938481291487	3.35772343353836
160	MKI67	0.0428907015572661	2.26332491703515
161	MMP1	0.0322542102871487	2.92626697582124
162	MPC2	0.03413585925186	-1.96211904532386
163	MRPL12	0.00696793347180078	-2.5040501419966
164	MRPL15	0.00585290118041424	-2.0920098086892
165	MRPL36	0.0499440170106776	-1.50504451744877
166	MSI2	0.00084875912081227	-9.34173887277872
167	MSMO1	2.19749052585188e-21	-4.08201066528152
168	MT1G	9.23884250500693e-16	2.10924450939714
169	MT2A	2.87294361553468e-12	2.757209766426
170	MYBL1	0.039868085326112	2.39508573169558
171	NAMPT	3.1097934774484e-12	-2.19915160670886
172	NCAPG	6.59219417897999e-07	8.81485416395783
173	NDUFA1	0.0297192037802936	-1.78577737308259
174	NDUFB3	0.0411356292310809	-1.7745702784624
175	NME1	0.00595065046244705	2.08971922542674
176	NNMT	0.0270905198897036	-2.44510322011658
177	NNT	0.000673677964397062	-2.50410567881631
178	NSA2	0.0256539654962947	-1.61007618000558
179	NUSAP1	0.0134525772223437	2.01631949094118
180	OIP5	0.0198839077029171	3.16824053205806
181	ORM1	1.39670684051891e-09	-3.4394302568071
182	ORM2	1.854247375416e-11	-5.9676187034825
183	P4HA2	0.000908247680447807	2.43969537576189
184	PCNA	0.00215295650616927	7.2938908502852
185	PDCD6IP	0.00300319137232754	-1.64094667343889
186	PEBP1	2.84776457424814e-06	-1.82470377095495
187	PEG10	1.94466885841852e-19	-3.01662728169744
188	PGK1	1.81612573634697e-06	-1.63455862840633
189	PITPNA	0.0310277065324212	-1.87016249530659
190	PLS1	0.039868085326112	-2.00172750658309
191	PLXDC2	2.77475266448774e-12	-10.3926809388122
192	POLE3	0.00912010894895669	2.49215775415948
193	PPARG	0.00712983656905148	-2.68273929835783
194	RAC2	0.0293854708718149	2.59654511308709
195	RAN	0.000873270645848465	1.57965825252448
196	RFC3	6.03417467607327e-05	10.8665327078214
197	RNF167	0.0200306028154566	-1.56240149842241
198	RPL3	2.75439090124218e-12	-2.30901992844541
199	RRM2B	0.00628541150080384	2.02723895646345
200	S100A2	4.48183050788154e-19	6.57516385705061
201	SAA1	0.00616513323888559	-3.03855534649781
202	SAT1	7.84027787830193e-13	1.79267808372595
203	SCCPDH	0.000397617439633513	-2.01626714406317
204	SCP2	4.94333134878211e-08	-5.58837776070256
205	SELENOW	0.0390030294978513	2.00488639574989
206	SERPINE1	8.97532614789226e-09	1.97218855230818
207	SERTAD1	0.000961056408939084	2.86669693472719
208	SGK2	0.00889263029966296	-2.67392697306174
209	SHC1	0.0178201674979154	2.56107787543611
210	SLC10A1	0.0284194214228701	-3.1083958203279
211	SLC2A2	0.00321307367125186	-5.20380073985033
212	SLCO1B1	0.000173953068554238	-5.83801722121433
213	SLCO2B1	8.18037322392036e-06	-11.4736297533136
214	SMIM19	0.000639562213612215	-2.27024774420441
215	SNHG8	1.28946603145693e-07	-1.89729675714957
216	SNRPD3	0.0131664694145846	1.68987621600688
217	SPANXA2	8.21460182759196e-05	2.06502703741939
218	SPC25	0.0165311580939381	3.11052312984612
219	SULT2A1	0.0347595048755204	-2.75824795627541
220	TCEAL4	1.02901799578528e-08	-2.41097152497588
221	TFAP2A	0.000364642796235205	3.49424719431959
222	TGFBR2	2.10331427765284e-05	-3.41763735690253
223	TIMP1	1.44677305347203e-11	2.36103055674165
224	TIPARP	0.00138883533229118	2.46130670553692
225	TIPIN	0.0200306028154566	2.37664290330226
226	TMEM97	0.00692232571015236	-1.75470697274162
227	TNIP1	4.11540266426361e-05	-2.64497908641613
228	TP53I3	1.14389852921482e-05	3.62122010526471
229	TPM1	0.026780910661154	-1.54071381472089
230	TPX2	0.0215561932617978	2.61566167426773
231	TSC22D3	0.0151354146840706	-2.01475395747705
232	TSKU	5.18712919143337e-28	-5.53959617253798
233	TST	9.80473748680961e-16	-3.41311249321918
234	TTR	7.5045547229214e-122	-12.3707889947953
235	TUBG1	0.0148556411068415	2.06160362996732
236	TYMS	1.0554023577633e-30	4.35847685655038
237	UGDH	3.11264276321893e-22	-2.83106231512244
238	UGT1A10	1.96987082102718e-17	-3.32450857171633
239	UGT1A6	0.00215295650616927	-3.71338332095403
240	UGT1A8	0.00508768833195485	-2.19797603773709
241	UGT1A9	0.0361828944249937	-2.85371602555137
242	UGT2B7	0.000140063283691225	-3.6012281010241
243	VEGFA	0.0131664694145846	1.82649419012119
244	VGLL4	0.0320141043447964	-2.0592563615099
245	ZWILCH	0.00570180385672817	2.70364006609358
